Quan,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Loai_duong,O_to_vao,Co_Gara,Co_San_thuong,Gan_Metro_Bus,Mat_do_dan_cu,An_ninh,Gan_nghia_trang_bai_rac,Tinh_trang_ngap,Noi_that,Tinh_trang_Dien_Nuoc,Tuoi_nha_nam,Gia_ban_ty
Ba Đình,3.78,83,8.1,4,8,1,4.7,Đường nhựa,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,25,37.8
Thanh Xuân,9.55,57,4.3,8,13,12,10.4,Đường nhựa,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,18,11.05
Tây Hồ,5.27,37,5.3,2,2,3,2.2,Đường bê tông,0,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,21,11.13
Đống Đa,3.27,70,7.3,4,7,2,4.6,Đường bê tông,1,1,1,1,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Hay hỏng,19,22.92
Nam Từ Liêm,10.17,63,6.0,5,4,1,6.6,Đường đất,1,1,1,0,Cao,Tốt,0,Không ngập,Cơ bản,Hay hỏng,29,8.76
Hai Bà Trưng,2.23,33,4.1,3,6,3,10.4,Đường nhựa,1,0,1,0,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,5,10.04
Hoàng Mai,9.89,40,9.0,4,1,2,9.4,Đường đất,1,0,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,24,6.33
Thanh Xuân,7.95,25,6.1,8,13,3,10.4,Đường nhựa,1,0,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,1,5.93
Hà Đông,18.08,25,8.3,4,2,3,6.3,Đường nhựa,1,0,1,0,Thấp,Rất tốt (VIP),1,Ngập sâu,Cơ bản,Tốt,14,1.91
Hoàn Kiếm,1.1,25,9.8,7,8,5,8.4,Đường bê tông,1,0,1,0,Cao,Kém (Hay mất trộm),0,Ngập nhẹ,Đồ gỗ xịn,Tốt,6,13.59
Thanh Xuân,8.81,123,3.1,5,2,2,5.1,Đường nhựa,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,27,25.15
Thanh Xuân,7.2,77,4.4,6,2,3,7.0,Đường nhựa,1,0,1,1,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,8,18.11
Tây Hồ,5.75,47,5.6,5,7,4,11.5,Đường bê tông,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,14,23.42
Nam Từ Liêm,12.09,77,8.4,4,6,4,1.5,Đường bê tông,0,0,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,11,9.78
Hà Đông,14.37,80,4.3,1,1,1,4.3,Đường đất,1,0,0,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,19,9.09
Hoàn Kiếm,1.8,48,3.3,6,3,3,11.4,Đường nhựa,1,0,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,7,25.6
Đống Đa,4.88,25,7.5,7,13,7,7.3,Đường bê tông,1,0,1,1,Cao,Bình thường,0,Ngập nhẹ,Nhà trống,Tốt,19,8.06
Hoàng Mai,5.01,83,5.2,3,4,3,3.3,Đường bê tông,0,0,1,0,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,22,10.81
Long Biên,5.15,129,8.3,3,4,4,2.5,Đường bê tông,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,21,19.61
Ba Đình,3.11,25,7.1,8,15,4,12.0,Đường nhựa,1,0,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,29,9.82
Đống Đa,4.52,51,9.8,5,7,2,6.0,Đường đất,1,1,1,0,Trung bình,Rất tốt (VIP),1,Ngập nhẹ,Full cao cấp,Tốt,28,10.67
Hai Bà Trưng,3.5,51,6.4,6,12,10,4.7,Đường bê tông,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,7,17.06
Long Biên,6.26,93,7.1,6,3,3,6.5,Đường nhựa,1,1,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,21,18.15
Long Biên,10.65,61,6.6,5,8,7,10.1,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Ngập nhẹ,Full cao cấp,Tốt,16,11.38
Ba Đình,4.76,85,7.2,3,4,5,2.8,Đường bê tông,0,0,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Hay hỏng,13,18.48
Bắc Từ Liêm,15.65,104,4.6,1,1,1,6.6,Đường bê tông,1,1,0,0,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,17,13.46
Ba Đình,4.77,25,3.8,2,4,3,11.9,Đường đất,1,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,17,7.28
Hoàng Mai,11.81,75,7.7,4,5,2,8.9,Đường đất,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Hay hỏng,22,9.39
Long Biên,13.44,65,3.1,5,2,2,10.5,Đường đất,1,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,25,10.27
Cầu Giấy,6.42,37,4.9,8,9,4,2.2,Đường bê tông,0,0,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,27,8.46
Nam Từ Liêm,11.65,29,7.5,5,3,4,1.6,Đường bê tông,0,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,24,3.67
Hai Bà Trưng,4.56,33,9.2,6,4,1,7.0,Đường bê tông,1,0,1,0,Thấp,Bình thường,0,Không ngập,Cơ bản,Tốt,12,9.29
Long Biên,12.97,92,7.6,7,2,1,6.1,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,17,14.31
Bắc Từ Liêm,10.05,73,3.3,8,9,4,5.7,Đường nhựa,1,0,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,9,11.72
Thanh Xuân,6.77,116,5.4,5,2,2,8.4,Đường bê tông,1,1,1,0,Thấp,Bình thường,1,Không ngập,Nhà trống,Hay hỏng,13,16.46
Long Biên,4.13,73,6.5,6,10,9,9.4,Đường đất,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,26,13.08
Hoàn Kiếm,1.39,33,6.1,5,5,6,6.8,Đường nhựa,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,27,18.37
Bắc Từ Liêm,12.7,53,7.9,8,14,8,11.9,Đường bê tông,1,1,1,0,Thấp,Tốt,0,Không ngập,Cơ bản,Tốt,28,7.72
Long Biên,8.29,56,5.2,4,3,3,11.7,Đường bê tông,1,1,1,0,Cao,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,15,11.2
Thanh Xuân,8.88,83,4.0,8,6,2,6.5,Đường nhựa,1,0,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,6,20.06
Long Biên,6.32,97,6.4,1,2,2,2.3,Đường bê tông,0,0,0,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,16,14.35
Hoàng Mai,7.16,47,6.1,3,2,2,2.6,Đường bê tông,0,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,26,6.03
Bắc Từ Liêm,14.09,29,8.3,8,2,3,7.7,Đường bê tông,1,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,3,3.75
Hà Đông,14.25,105,9.2,2,3,3,10.6,Đường đất,1,1,0,0,Trung bình,Tốt,1,Không ngập,Full cao cấp,Tốt,1,10.94
Thanh Xuân,9.37,76,9.4,7,8,1,8.7,Đường nhựa,1,1,1,0,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Hay hỏng,24,14.97
Hoàng Mai,11.39,25,4.6,3,1,2,2.8,Đường bê tông,0,0,1,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,14,3.08
Hà Đông,17.63,62,3.3,6,9,8,2.0,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,15,6.06
Cầu Giấy,8.88,80,7.2,7,11,4,4.4,Đường bê tông,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,20,23.91
Hoàn Kiếm,0.97,71,6.5,4,5,1,11.5,Đường bê tông,1,1,1,1,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,18,54.1
Tây Hồ,7.98,127,9.0,8,10,4,5.6,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,12,52.47
Đống Đa,4.79,48,6.9,5,10,5,3.3,Đường bê tông,0,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,26,12.77
Nam Từ Liêm,15.48,77,6.2,8,4,3,9.7,Đường đất,1,1,1,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,9,10.49
Hoàn Kiếm,1.46,47,6.3,1,2,3,6.9,Đường nhựa,1,1,0,0,Thấp,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,23,28.56
Ba Đình,4.97,46,5.2,5,8,8,8.2,Đường bê tông,1,1,1,1,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,11,19.41
Hoàn Kiếm,0.65,104,3.1,3,2,1,10.2,Đường bê tông,1,0,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,30,65.53
Thanh Xuân,7.52,33,5.1,4,8,9,2.4,Đường bê tông,0,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,22,4.99
Hai Bà Trưng,2.7,25,7.9,1,2,2,8.5,Đường đất,1,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,2,6.9
Hai Bà Trưng,3.82,146,3.6,1,2,3,1.9,Đường bê tông,0,0,0,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,1,35.46
Bắc Từ Liêm,15.4,63,6.4,7,14,4,10.2,Đường đất,1,1,1,1,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,13,10.39
Bắc Từ Liêm,16.64,25,5.5,2,2,3,3.2,Đường bê tông,0,0,0,0,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,15,2.31
Long Biên,10.08,104,8.5,6,12,13,1.9,Đường bê tông,0,0,1,0,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,23,14.06
Long Biên,14.77,55,9.4,7,10,7,6.2,Đường đất,1,1,1,1,Trung bình,Bình thường,1,Ngập nhẹ,Nhà trống,Hay hỏng,23,6.97
Cầu Giấy,6.37,27,3.6,3,6,2,7.2,Đường bê tông,1,0,1,0,Cao,Rất tốt (VIP),0,Ngập sâu,Đồ gỗ xịn,Tốt,15,6.92
Bắc Từ Liêm,11.88,66,6.9,7,7,6,7.2,Đường bê tông,1,1,1,1,Thấp,Rất tốt (VIP),0,Ngập nhẹ,Nhà trống,Hay hỏng,29,10.79
Hà Đông,16.57,40,3.7,1,1,2,2.5,Đường bê tông,0,0,0,1,Thấp,Bình thường,0,Không ngập,Full cao cấp,Tốt,5,5.02
Hoàng Mai,8.89,98,4.4,7,3,1,12.0,Đường bê tông,1,0,1,0,Thấp,Rất tốt (VIP),1,Không ngập,Nhà trống,Tốt,12,11.13
Hoàng Mai,8.1,55,7.4,7,8,4,9.7,Đường đất,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,27,10.44
Hoàn Kiếm,0.81,81,8.0,3,1,2,3.2,Đường bê tông,0,0,1,0,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,13,32.22
Đống Đa,3.34,61,6.6,3,2,2,9.6,Đường đất,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,15,17.41
Thanh Xuân,6.66,109,8.3,3,5,2,4.2,Đường đất,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,16,26.98
Hoàng Mai,10.84,77,3.7,7,13,14,1.9,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,30,10.03
Hà Đông,18.96,64,9.4,4,8,9,2.9,Đường bê tông,0,0,1,1,Trung bình,Bình thường,1,Không ngập,Full cao cấp,Tốt,2,4.67
Hà Đông,18.93,78,7.8,2,1,2,10.7,Đường đất,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,8,8.68
Tây Hồ,7.53,66,8.5,1,2,2,3.1,Đường bê tông,0,0,0,1,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,29,20.77
Hà Đông,18.27,132,6.5,7,1,2,8.4,Đường nhựa,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,5,17.63
Ba Đình,2.46,100,4.7,6,8,2,6.7,Đường đất,1,1,1,1,Thấp,Bình thường,0,Ngập nhẹ,Đồ gỗ xịn,Hay hỏng,20,36.18
Hai Bà Trưng,3.39,109,7.1,1,1,1,11.2,Đường bê tông,1,1,0,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,1,38.37
Hoàn Kiếm,1.17,133,9.6,3,3,1,2.4,Đường bê tông,0,0,1,0,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,9,52.75
Hoàng Mai,10.08,26,6.6,4,7,8,3.8,Đường nhựa,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,15,3.29
Hoàng Mai,6.76,46,9.9,1,2,1,5.6,Đường đất,1,1,0,1,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,16,10.74
Ba Đình,4.87,25,6.0,8,15,2,6.6,Đường đất,1,0,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,24,8.29
Hoàn Kiếm,0.96,94,9.4,4,6,5,4.5,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,22,61.54
Hoàng Mai,6.51,81,6.9,8,4,3,3.5,Đường bê tông,0,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Hay hỏng,26,11.3
Đống Đa,5.31,25,9.5,3,6,5,4.1,Đường nhựa,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,19,6.85
Hoàn Kiếm,0.61,89,7.4,5,3,3,9.0,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,13,49.24
Đống Đa,4.25,52,4.6,6,8,2,4.9,Đường bê tông,1,1,1,1,Cao,Tốt,0,Không ngập,Full cao cấp,Tốt,3,20.14
Hai Bà Trưng,3.76,45,8.3,7,9,4,2.2,Đường bê tông,0,0,1,1,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,9,10.65
Đống Đa,3.67,154,7.8,5,4,1,6.0,Đường nhựa,1,1,1,1,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,14,64.57
Cầu Giấy,7.07,86,3.3,3,3,4,5.1,Đường bê tông,1,0,1,0,Thấp,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,6,22.32
Hà Đông,19.85,87,5.2,6,4,5,7.2,Đường đất,1,1,1,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,18,11.57
Ba Đình,3.2,95,6.3,3,5,5,2.2,Đường bê tông,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,12,25.11
Cầu Giấy,8.29,64,8.2,8,9,4,6.9,Đường đất,1,1,1,0,Thấp,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,12,15.39
Hai Bà Trưng,2.9,73,5.2,3,5,6,7.1,Đường đất,1,1,1,0,Thấp,Bình thường,0,Không ngập,Cơ bản,Tốt,22,22.54
Đống Đa,5.86,57,8.9,6,5,4,8.6,Đường nhựa,1,1,1,1,Thấp,Bình thường,0,Không ngập,Nhà trống,Tốt,9,18.37
Long Biên,13.53,25,9.8,2,3,1,11.1,Đường đất,1,0,0,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,6,3.5
Đống Đa,4.12,35,7.3,4,4,5,1.8,Đường bê tông,0,0,1,1,Cao,Bình thường,0,Không ngập,Full cao cấp,Tốt,6,8.82
Thanh Xuân,6.71,25,4.4,4,1,2,2.9,Đường bê tông,0,0,1,0,Thấp,Bình thường,0,Không ngập,Cơ bản,Tốt,8,3.88
Thanh Xuân,8.07,49,3.0,4,6,3,11.4,Đường nhựa,1,0,1,0,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,26,9.72
Đống Đa,4.14,125,6.2,7,1,2,7.0,Đường bê tông,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,11,42.67
Tây Hồ,5.63,31,9.8,6,1,2,11.9,Đường đất,1,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,6,12.29
Nam Từ Liêm,11.35,86,9.5,1,2,1,11.1,Đường đất,1,1,0,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,9,15.59
Cầu Giấy,7.22,96,9.5,4,3,3,4.5,Đường đất,1,1,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,25,25.26
Hoàng Mai,9.92,39,3.7,5,1,1,6.1,Đường nhựa,1,0,1,0,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,27,5.75
Cầu Giấy,7.87,52,3.0,4,1,2,11.5,Đường bê tông,1,0,1,1,Cao,Tốt,0,Không ngập,Nhà trống,Hay hỏng,21,13.26
Hoàng Mai,11.68,118,4.0,5,8,9,5.0,Đường bê tông,1,0,1,0,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,7,15.49
Hai Bà Trưng,2.87,135,9.3,7,14,5,10.1,Đường đất,1,1,1,1,Cao,Kém (Hay mất trộm),0,Ngập nhẹ,Đồ gỗ xịn,Hay hỏng,15,44.43
Long Biên,7.74,53,7.8,8,9,8,7.4,Đường đất,1,1,1,0,Thấp,Tốt,1,Không ngập,Full cao cấp,Tốt,5,7.31
Đống Đa,3.46,25,9.6,5,10,4,8.3,Đường đất,1,0,1,0,Trung bình,Rất tốt (VIP),1,Không ngập,Full cao cấp,Tốt,4,5.25
Hà Đông,18.45,63,9.4,4,8,6,2.7,Đường bê tông,0,0,1,1,Thấp,Bình thường,0,Ngập nhẹ,Nhà trống,Hay hỏng,11,5.61
Đống Đa,5.12,59,4.7,2,2,1,10.5,Đường nhựa,1,1,0,0,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,0,16.9
Hai Bà Trưng,2.67,43,5.3,5,1,1,11.8,Đường nhựa,1,0,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,27,15.58
Ba Đình,2.68,94,3.1,8,11,9,9.2,Đường bê tông,1,0,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Hay hỏng,18,35.19
Đống Đa,4.91,80,7.1,1,1,2,10.0,Đường đất,1,1,0,1,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Hay hỏng,17,23.23
Hai Bà Trưng,2.34,59,7.3,4,3,2,9.7,Đường nhựa,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,16,23.36
Đống Đa,4.78,66,3.1,4,1,2,1.9,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,25,16.89
Hoàn Kiếm,1.39,101,4.6,3,4,4,10.5,Đường nhựa,1,1,1,0,Thấp,Tốt,1,Không ngập,Đồ gỗ xịn,Tốt,19,39.12
Hoàng Mai,8.38,53,7.5,7,4,4,6.7,Đường đất,1,1,1,0,Trung bình,Tốt,0,Không ngập,Nhà trống,Hay hỏng,29,7.09
Tây Hồ,6.67,105,5.5,5,4,2,8.9,Đường bê tông,1,1,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,22,48.99
Hà Đông,15.72,55,4.1,1,2,3,2.6,Đường bê tông,0,0,0,1,Trung bình,Bình thường,0,Ngập nhẹ,Nhà trống,Tốt,29,6.28
Hoàng Mai,7.98,39,7.9,5,9,8,7.8,Đường đất,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,1,6.51
Ba Đình,4.49,69,8.1,8,13,7,11.4,Đường nhựa,1,1,1,1,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,29,28.99
Hoàn Kiếm,0.21,35,6.2,8,10,11,2.7,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,12,18.63
Hai Bà Trưng,3.79,53,7.3,8,15,7,8.8,Đường đất,1,1,1,1,Trung bình,Tốt,1,Ngập nhẹ,Nhà trống,Tốt,6,11.15
Hai Bà Trưng,2.45,30,9.5,7,8,5,5.8,Đường bê tông,1,0,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,26,9.09
Bắc Từ Liêm,12.35,82,9.0,4,1,1,5.8,Đường bê tông,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Nhà trống,Hay hỏng,19,11.38
Nam Từ Liêm,12.59,60,4.1,7,13,1,5.8,Đường nhựa,1,0,1,1,Cao,Bình thường,0,Ngập sâu,Full cao cấp,Tốt,14,8.39
Nam Từ Liêm,13.06,64,5.7,8,1,1,8.4,Đường đất,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,25,8.92
Ba Đình,4.04,94,4.0,5,9,7,11.3,Đường đất,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,2,28.54
Long Biên,7.62,81,6.6,1,2,3,10.5,Đường bê tông,1,1,0,1,Trung bình,Tốt,0,Ngập nhẹ,Cơ bản,Tốt,28,17.6
Bắc Từ Liêm,17.0,100,7.3,4,6,3,2.4,Đường bê tông,0,0,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,11,8.55
Hoàng Mai,7.36,43,6.2,5,1,2,5.9,Đường nhựa,1,0,1,0,Cao,Rất tốt (VIP),1,Không ngập,Nhà trống,Tốt,22,4.82
Tây Hồ,5.01,74,5.9,8,1,2,8.9,Đường nhựa,1,1,1,1,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,7,42.82
Ba Đình,2.18,68,4.9,5,1,2,1.5,Đường bê tông,0,0,1,0,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,5,20.66
Hoàn Kiếm,0.77,65,8.8,4,3,3,2.7,Đường bê tông,0,0,1,1,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,0,34.92
Bắc Từ Liêm,12.08,39,3.1,7,2,3,4.5,Đường đất,1,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,1,5.05
Đống Đa,4.81,42,9.6,4,6,7,6.5,Đường bê tông,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Cơ bản,Tốt,6,10.89
Bắc Từ Liêm,11.64,75,9.6,3,4,1,1.7,Đường bê tông,0,0,1,0,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Nhà trống,Tốt,17,7.29
Cầu Giấy,7.6,85,7.3,1,1,1,1.7,Đường bê tông,0,0,0,0,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,18,15.82
Hoàng Mai,6.52,42,3.4,7,12,7,7.7,Đường đất,1,0,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,2,7.55
Long Biên,8.66,92,5.9,3,2,3,4.1,Đường bê tông,1,1,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,7,18.09
Bắc Từ Liêm,13.12,44,3.3,8,16,2,8.0,Đường bê tông,1,0,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,29,6.53
Hoàn Kiếm,1.53,92,4.5,6,5,6,6.3,Đường đất,1,0,1,1,Cao,Bình thường,0,Không ngập,Nhà trống,Tốt,6,53.67
Đống Đa,3.91,27,4.8,5,7,1,5.8,Đường đất,1,0,1,0,Thấp,Tốt,0,Không ngập,Cơ bản,Tốt,6,6.72
Ba Đình,4.91,45,7.0,5,3,4,4.3,Đường bê tông,1,0,1,1,Thấp,Rất tốt (VIP),1,Không ngập,Cơ bản,Tốt,25,13.22
Nam Từ Liêm,13.64,62,9.7,3,5,3,9.6,Đường bê tông,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,30,11.88
Long Biên,5.74,56,7.7,5,9,5,8.6,Đường đất,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Hay hỏng,29,9.94
Tây Hồ,7.1,39,4.8,8,6,2,8.4,Đường bê tông,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,6,14.75
Ba Đình,3.91,25,6.1,2,1,2,7.1,Đường bê tông,1,0,0,1,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,10,10.13
Nam Từ Liêm,11.36,116,4.4,3,1,1,7.3,Đường bê tông,1,0,1,1,Thấp,Bình thường,0,Không ngập,Nhà trống,Tốt,19,18.9
Tây Hồ,5.15,69,8.3,5,8,5,2.2,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,30,22.06
Hoàng Mai,5.97,97,3.6,6,2,2,5.6,Đường nhựa,1,0,1,0,Thấp,Tốt,0,Không ngập,Nhà trống,Tốt,4,15.31
Thanh Xuân,6.88,32,8.7,5,4,3,5.8,Đường bê tông,1,0,1,0,Trung bình,Rất tốt (VIP),1,Không ngập,Nhà trống,Tốt,24,5.79
Hà Đông,17.01,56,9.6,1,1,2,10.4,Đường bê tông,1,1,0,1,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,9,8.34
Hoàn Kiếm,0.63,32,3.4,4,4,3,6.4,Đường đất,1,0,1,1,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,12,21.8
Long Biên,14.83,54,5.7,5,9,9,3.6,Đường nhựa,0,0,1,1,Thấp,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,14,7.42
Tây Hồ,5.88,64,9.9,2,2,2,4.5,Đường đất,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,21,22.88
Ba Đình,4.72,104,4.3,7,1,1,4.3,Đường bê tông,1,0,1,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Hay hỏng,21,30.67
Long Biên,5.9,101,3.4,1,2,3,10.0,Đường đất,1,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,22,19.06
Hai Bà Trưng,4.75,50,9.6,2,1,1,9.0,Đường đất,1,1,0,1,Trung bình,Tốt,0,Ngập sâu,Nhà trống,Tốt,10,10.73
