Quan_Huyen,Dac_diem_khu_vuc,Loai_dat,Loai_duong,Huong_nha,Phap_ly,Mat_do_dan_cu,An_ninh,Gan_Tien_ich,Gan_Giao_thong,Noi_that,Tinh_trang_Dien_Nuoc,Muc_do_xuong_cap,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Tuoi_nha_nam,O_to_vao,Co_Gara,Co_San_thuong,Gan_nghia_trang_bai_rac,Co_bi_ngap,Gia_ban_ty
Phúc Thọ,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Tây,Chờ sổ,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,35.18,40,10.4,3,6,6,5.1,1,1,0,1,0,0,1.1
Ứng Hòa,Trong lang xom,Full tho cu,Duong nhua,Đông Bắc,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Xuong cap nhe,45.77,118,12.9,2,2,1,11.7,26,1,1,1,0,0,3.42
Ứng Hòa,Gan lang nghe,Full tho cu,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,Hay hong,Binh thuong,39.35,53,6.0,2,4,1,7.2,30,1,1,1,1,0,1.03
Thường Tín,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Hợp đồng mua bán,Cao,Bình thường,Gần Công viên/Hồ,Xa phương tiện CC,Cơ bản,Can sua chua,Binh thuong,23.46,157,8.3,1,1,1,8.6,27,1,1,0,0,1,3.91
Sơn Tây,Trong lang xom,Full tho cu,Duong nhua,Tây Bắc,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,Hay hong,Binh thuong,36.68,75,11.9,3,2,1,5.8,19,1,1,1,0,0,3.27
Đan Phượng,Khu dan cu,Full tho cu,Duong nhua,Tây,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,23.86,99,5.8,4,2,3,7.9,5,1,1,1,0,0,7.99
Đan Phượng,Khu dan cu,Full tho cu,Duong nhua,Đông,Chờ sổ,Cao,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,20.26,76,5.7,1,1,1,5.7,5,1,1,0,0,0,7.67
Nam Từ Liêm,Khu dau gia,Full tho cu,Duong nhua,Đông Nam,Chờ sổ,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,14.85,65,11.7,3,4,4,10.4,4,1,1,1,0,0,16.98
Đông Anh,Khu dau gia,Full tho cu,Duong be tong,Tây Bắc,Vi bằng,Thap,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,19.68,129,8.6,3,6,3,2.6,13,0,0,1,0,0,12.3
Mê Linh,Trong lang xom,Full tho cu,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,23.93,109,10.3,3,4,1,8.1,1,1,1,1,0,0,5.89
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Vi bằng,Thap,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,Hay hong,Nat/Can dap di,2.48,20,11.3,5,1,1,9.0,30,1,0,1,0,0,4.73
Ba Vì,Mat duong Quoc lo,Full tho cu,Duong dat,Tây Bắc,Vi bằng,Thap,Tốt,Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,64.37,94,9.5,1,2,2,2.2,0,0,0,0,0,0,1.76
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Hợp đồng mua bán,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,7.85,68,6.4,2,2,3,7.9,10,1,1,1,0,0,28.470000000000006
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,Hay hong,Binh thuong,6.76,29,6.8,2,2,1,9.9,23,1,0,1,0,0,5.2
Thường Tín,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,30.79,71,11.2,3,4,3,5.6,15,1,1,1,0,1,1.84
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Vi bằng,Thap,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,3.99,38,7.3,6,4,4,11.0,2,1,0,1,0,1,10.71
Mỹ Đức,Gan lang nghe,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,50.46,105,8.2,3,2,1,9.1,14,1,1,1,1,0,1.68
Đông Anh,Khu dau gia,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,Hay hong,Nat/Can dap di,16.19,89,8.8,1,1,2,13.6,16,1,1,0,0,0,10.0
Quốc Oai,Trong lang xom,Tho cu + Dat vuon,Duong be tong,Nam,Chờ sổ,Thap,Tốt,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,Can sua chua,Binh thuong,25.84,119,5.8,1,1,2,3.8,23,1,1,0,0,0,3.53
Ba Vì,Trong lang xom,Full tho cu,Duong dat,Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,Can sua chua,Xuong cap nhe,56.19,172,10.2,1,1,2,2.9,17,0,0,0,0,0,2.7
Mỹ Đức,Trong lang xom,Full tho cu,Duong nhua,Tây Nam,Vi bằng,Trung binh,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,47.6,144,9.3,3,6,5,6.4,10,1,1,1,0,0,3.34
Quốc Oai,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Vi bằng,Cao,Tốt,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,25.66,160,12.1,3,3,2,8.3,14,1,1,1,0,0,6.45
Ba Vì,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Trung binh,Rất tốt (Khu VIP),Không gần gì,Gần Bến xe Bus,Nhà trống,Hay hong,Xuong cap nhe,48.3,59,7.4,2,4,5,12.1,26,1,1,1,1,0,0.56
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,5.16,34,4.0,7,11,9,9.7,1,1,0,1,0,0,6.72
Phúc Thọ,Mat duong Quoc lo,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,33.4,91,6.4,3,4,2,7.0,6,1,1,1,0,0,4.96
Gia Lâm,Khu dau gia,Full tho cu,Duong nhua,Tây Bắc,Chờ sổ,Trung binh,Bình thường,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,Can sua chua,Xuong cap nhe,19.52,57,11.6,5,10,7,10.7,16,1,1,1,0,0,8.12
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Hợp đồng mua bán,Cao,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,4.13,83,8.4,4,5,2,8.2,12,1,1,1,0,1,26.76
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Vi bằng,Cao,Bình thường,Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,On dinh,Xuong cap nhe,0.0,56,5.5,8,5,4,9.1,24,1,1,1,0,0,28.470000000000006
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây,Chờ sổ,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,8.65,33,7.5,4,3,4,7.5,5,1,0,1,0,1,9.07
Sơn Tây,Mat duong Quoc lo,Full tho cu,Duong nhua,Đông,Chờ sổ,Thap,Tốt,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,42.8,44,5.8,2,1,1,8.8,14,1,0,1,0,0,2.29
Mê Linh,Trong lang xom,Full tho cu,Duong dat,Đông Bắc,Vi bằng,Thap,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,31.5,40,12.3,1,2,1,2.3,8,0,0,0,0,1,1.24
Thanh Trì,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,12.37,80,6.4,5,10,1,12.2,2,1,1,1,0,1,4.27
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong be tong,Bắc,Vi bằng,Trung binh,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,6.85,61,9.1,2,2,3,1.7,2,0,0,1,0,0,20.23
Chương Mỹ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông,Chờ sổ,Cao,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Cơ bản,On dinh,Nat/Can dap di,32.14,116,7.8,2,4,4,8.4,16,1,1,1,0,0,1.95
Đan Phượng,Khu dau gia,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Binh thuong,20.92,99,10.2,5,9,5,8.5,24,1,1,1,1,0,7.48
Mê Linh,Mat duong Quoc lo,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,30.01,216,8.2,1,1,2,7.4,9,1,1,0,0,0,18.47
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Trung binh,Tốt,Không gần gì,Gần Bến xe Bus,Nhà trống,Hay hong,Binh thuong,7.55,71,5.1,6,4,5,5.7,17,1,1,1,0,0,28.470000000000006
Phúc Thọ,Trong lang xom,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Xuong cap nhe,25.3,155,11.0,2,1,2,13.2,23,1,1,1,0,1,3.94
Long Biên,Khu dan cu,Full tho cu,Duong nhua,Tây Bắc,Hợp đồng mua bán,Cao,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Xuong cap nhe,13.93,70,10.5,1,2,2,12.3,26,1,1,0,0,0,12.39
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Đông Nam,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Binh thuong,11.51,114,3.7,1,2,1,3.8,16,1,0,0,0,0,15.73
Sóc Sơn,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Trung binh,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,38.29,162,11.6,2,2,2,10.7,3,1,1,1,0,0,4.17
Sóc Sơn,Trong lang xom,Full tho cu,Duong be tong,Bắc,Vi bằng,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,29.39,215,13.5,1,1,2,5.0,14,1,1,0,0,0,11.66
Hà Đông,Khu dau gia,Full tho cu,Duong nhua,Tây Nam,Chờ sổ,Thap,Bình thường,Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,14.34,30,9.4,5,4,3,13.8,15,1,0,1,0,0,4.74
Thanh Oai,Khu dau gia,Full tho cu,Duong be tong,Nam,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,21.65,30,8.4,4,4,3,4.0,15,1,0,1,0,0,2.47
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Metro (Tàu điện),Nhà trống,On dinh,Xuong cap nhe,11.21,29,4.3,5,5,5,11.8,17,1,0,1,0,0,5.71
Thạch Thất,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Nam,Vi bằng,Cao,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,32.29,125,6.0,1,1,2,12.0,7,1,1,0,0,0,3.97
Ba Vì,Trong lang xom,Full tho cu,Duong dat,Đông Nam,Vi bằng,Cao,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,On dinh,Binh thuong,48.0,90,9.1,3,2,3,1.6,28,0,0,1,0,0,1.13
Phúc Thọ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Xuong cap nhe,31.82,100,13.4,3,4,2,13.2,22,1,1,1,0,0,1.89
Hà Đông,Gan KCN,Full tho cu,Duong nhua,Tây,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,14.97,87,3.5,5,10,1,6.1,15,1,0,1,0,0,9.25
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Bắc,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Xuong cap nhe,8.52,82,7.0,3,1,1,6.8,29,1,1,1,0,0,19.75
Đông Anh,Gan KCN,Full tho cu,Duong nhua,Đông Bắc,Vi bằng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,Hay hong,Nat/Can dap di,19.78,123,8.0,3,3,4,10.6,29,1,1,1,0,0,8.96
Sóc Sơn,Trong lang xom,Full tho cu,Duong nhua,Tây Bắc,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,35.2,40,10.6,2,4,5,9.5,3,1,0,1,0,0,1.92
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,Can sua chua,Binh thuong,3.49,64,3.1,3,2,2,5.7,19,1,0,1,0,0,26.72
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Đông,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,On dinh,Binh thuong,14.61,45,9.7,5,5,5,3.5,23,1,0,1,0,0,6.53
Phúc Thọ,Mat duong Quoc lo,Tho cu + Dat vuon,Duong be tong,Tây Nam,Hợp đồng mua bán,Cao,Tốt,Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Xuong cap nhe,39.1,40,12.8,3,5,1,4.9,29,1,0,1,0,0,0.98
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Tây Bắc,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,15.48,37,9.4,5,7,2,2.5,7,0,0,1,0,1,3.04
Đông Anh,Khu dan cu,Full tho cu,Duong be tong,Tây,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,20.78,110,5.5,1,2,2,2.0,0,0,0,0,0,0,8.29
Sơn Tây,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Nam,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Xuong cap nhe,42.8,169,7.4,1,1,1,5.1,18,1,1,0,0,0,4.67
Ba Vì,Trong lang xom,Full tho cu,Duong nhua,Tây Bắc,Vi bằng,Trung binh,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,61.12,100,13.4,1,1,1,6.8,1,1,1,0,0,0,2.52
Phú Xuyên,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Tây Nam,Hợp đồng mua bán,Thap,Bình thường,Gần Bệnh viện,Gần Bến xe Bus,Nhà trống,Can sua chua,Xuong cap nhe,32.25,85,7.0,1,1,2,5.7,27,1,1,0,0,0,1.58
Thạch Thất,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Vi bằng,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,31.64,119,5.9,2,4,4,11.3,13,1,1,1,0,1,3.31
Đông Anh,Gan KCN,Full tho cu,Duong nhua,Đông Nam,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,21.18,76,5.8,5,4,5,8.2,10,1,1,1,0,0,7.46
Thanh Trì,Khu dau gia,Tho cu + Dat vuon,Duong be tong,Đông Nam,Chờ sổ,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,16.67,31,11.6,1,1,1,4.4,1,1,0,0,0,1,2.14
Mê Linh,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần Bệnh viện,Gần Metro (Tàu điện),Full nội thất cao cấp,Hay hong,Nat/Can dap di,26.4,98,5.0,3,5,2,7.9,22,1,1,1,1,0,1.72
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,2.73,50,5.7,4,2,2,9.2,8,1,0,1,0,0,14.4
Phú Xuyên,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Tây,Chờ sổ,Thap,Bình thường,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Xuong cap nhe,41.93,171,7.7,2,2,3,9.5,28,1,1,1,0,0,3.79
Long Biên,Gan KCN,Full tho cu,Duong nhua,Bắc,Chờ sổ,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,6.27,66,8.6,4,2,3,12.6,10,1,1,1,0,0,12.04
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,Hay hong,Binh thuong,12.59,66,6.8,2,4,1,4.0,30,1,1,1,0,0,12.87
Đan Phượng,Gan KCN,Full tho cu,Duong be tong,Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,20.85,63,4.0,3,6,4,5.0,3,1,0,1,0,0,4.35
Mỹ Đức,Trong lang xom,Full tho cu,Duong nhua,Đông Nam,Hợp đồng mua bán,Thap,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,Can sua chua,Xuong cap nhe,41.09,122,6.8,2,3,1,11.9,22,1,1,1,0,0,2.41
Bắc Từ Liêm,Gan KCN,Full tho cu,Duong nhua,Đông,Chờ sổ,Thap,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,12.49,67,6.0,1,2,1,10.4,8,1,1,0,0,1,8.32
Gia Lâm,Khu dan cu,Full tho cu,Duong be tong,Tây Bắc,Vi bằng,Thap,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,18.18,60,11.6,3,5,2,4.4,24,1,1,1,0,0,7.64
Quốc Oai,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Nam,Vi bằng,Trung binh,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,33.58,40,10.7,2,2,3,13.8,3,1,0,1,1,0,0.9
Ba Vì,Mat duong Quoc lo,Tho cu + Dat vuon,Duong dat,Tây,Vi bằng,Thap,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,Hay hong,Xuong cap nhe,62.53,64,10.9,3,6,4,3.0,16,0,0,1,0,0,0.85
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Hợp đồng mua bán,Thap,Tốt,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Binh thuong,3.18,59,3.3,3,6,5,9.1,16,1,0,1,0,0,19.63
Phú Xuyên,Trong lang xom,Full tho cu,Duong be tong,Tây,Chờ sổ,Thap,Bình thường,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,On dinh,Binh thuong,37.99,107,5.6,3,5,2,4.6,19,1,1,1,1,0,2.54
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông Nam,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Bệnh viện,Xa phương tiện CC,Cơ bản,On dinh,Binh thuong,3.45,71,4.6,3,1,1,1.6,18,0,0,1,0,0,16.44
Mỹ Đức,Trong lang xom,Tho cu + Dat vuon,Duong be tong,Nam,Chờ sổ,Thap,Bình thường,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,41.95,200,5.3,1,1,2,3.5,3,1,1,0,0,0,2.75
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Bắc,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,3.68,62,9.6,6,11,1,14.0,12,1,1,1,0,0,19.3
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông,Vi bằng,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,Hay hong,Binh thuong,6.91,75,6.9,5,10,7,3.0,21,0,0,1,0,0,14.93
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Hợp đồng mua bán,Thap,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,4.88,23,3.7,6,3,3,12.8,1,1,0,1,0,0,7.27
Gia Lâm,Khu dau gia,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Nat/Can dap di,13.96,92,5.9,2,3,1,13.4,18,1,1,1,0,0,10.04
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Nhà trống,Can sua chua,Xuong cap nhe,0.0,89,6.8,2,4,3,12.1,22,1,1,1,0,1,28.470000000000006
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Nam,Vi bằng,Cao,Tốt,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,Hay hong,Binh thuong,11.52,62,3.5,3,1,2,9.8,19,1,0,1,0,0,8.89
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,Can sua chua,Binh thuong,2.74,59,8.4,3,4,3,5.5,28,1,1,1,0,1,19.74
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,11.64,59,5.0,3,6,6,8.0,8,1,1,1,0,0,10.26
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Công viên/Hồ,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,0.0,53,7.7,7,2,3,7.7,18,1,1,1,0,0,28.470000000000006
Hoài Đức,Gan KCN,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần trường học/Chợ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,23.59,71,7.7,3,2,2,7.8,13,1,1,1,0,0,6.53
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Nat/Can dap di,0.0,44,7.4,5,5,4,10.0,19,1,0,1,0,0,17.86
Đông Anh,Gan KCN,Full tho cu,Duong be tong,Bắc,Chờ sổ,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Metro (Tàu điện),Nhà trống,Hay hong,Binh thuong,15.96,54,6.2,4,2,2,5.0,29,1,1,1,1,0,3.49
Thanh Trì,Khu dan cu,Full tho cu,Duong nhua,Nam,Hợp đồng mua bán,Cao,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,14.14,153,5.1,1,2,2,6.4,15,1,1,0,1,1,10.3
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Xuong cap nhe,13.21,82,8.1,3,4,3,5.6,16,1,1,1,0,1,9.84
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,6.83,69,8.0,2,3,1,5.8,14,1,1,1,0,0,26.94
